akkadian,english,confidence,src_len,tgt_len,ratio
ša-lim-ar-dí na-ší a-na ma-lá <gap> ša-lim-ar-dí i-tur₄-dingir <gap> e-<gap> ṭù-ur-da-ni-im <gap>,in accordance with <gap> šalim-wardī itūr-ilī <gap> send to me <gap> i await it.,18,11,14,1.273
<gap> 20-<gap> túg šu-ra-am a-na 11 gín a-na é kà-ri-im a-dí-i,<gap> one dark colored textile i deposited for 11 shekels at the colonial office.,18,11,14,1.273
a-na en-nam-a-šur i-ku-nim ù a-mur-ištar qí-bi-ma um-ma a-šur-ma-lik-ma a-ma-kam be-lí-du₁₀ ṣa-áb-ta-ma,"to ennam-aššur, ikūnum and amur-ištar from aššur-malik: seize bēlī-ṭāb there and conduct him here.",18,11,14,1.273
an.na ša-ma-ma šé-bi-lá-nim šu-ma i-na 15 gín.ta ba-tí-iq mì-iš-lam an.na mì-iš-lam túg.hi.a ša-ma-ma i pá-ni-im-ma áb-kà-nim,if the rate is less than 15 shekels (to 1) then buy for one half of it tin and for the other half textiles and ship them to me with the first opportunity.,18,16,33,2.062
lá-ma ma-tum iš-me-ú ra-ma-ku-nu šu-ul-ha-a 1 túg.hi.a a-na li-ta-áb-ší-a lu šu-ru-um lu bu-ra-am ša a-ki-dí-e iš-tù,"give a set of textiles for me to wear, either a black one or an akkadian from hurama, to an affiliated trader so they may wrap it up and have it brought in.",18,16,33,2.062
ma-al-ú-tim kù.babbar bé-lá-num lá iš-qú-ul ki-ma a-wa-at kà-ri-im 1.5 gín.ta a-na ma-na-im ṣí-ib-tám a-na ur-hi-im ú-ṣa-áb,"seal of ikuppiya, son of pilah-istar, seal of ili-bani, son of mutalum, seal of assur-re'i, son of usuranum. 8 shekels of refined silver ikuppiya, son of pilah-istar, owes to kuliya, son of ali-abum.",18,16,33,2.062
a-ma-kam anše.hi.a ù lu-qú-sú i-wa-ṣa-i-šu-nu e-na-tim i-dá-ma ṣa-áb-ta iš-tí ì-lí-dan a-wa-tám ni-ib-tù-uq 5 ma-na kù.babbar iš-qú-ul-ni-a-tí,we have dropped the matter with ilī-dan; he has paid us 5 minas of silver; we did him a favour (to lend him) 5 minas of silver to be paid in 45 weeks.,18,16,33,2.062
a-na tù-ùh-pì-a e-tí-iq-ma kù.babbar 10 gín ù 0.3333 ma-na ma-lá ga-am-ri-a a-lá-qé-a-ma ù a-ta-bi₄-a-ma a-ta-lá-kam a-bi₄,"i will travel on to tuhpiya and try to get some silver, 10 or 20 shekels, as much as i need for my expenses, then i will get moving and depart for you.",18,16,33,2.062
ṭup-pè-e qá-tí a-sà-nim dumu šu-hu-bur ú a-he-e-a e iṣ-ba-at-ma é a-bi₄-ni a-na a-wa-tim e,he must not take the tablets in the hands of asānum son of šu-hubur or my brothers and you must not set our father’s house up for a lawsuit.,18,14,29,2.071
ku-ta-nam li-dí-na-kum túg a-na é kà-ri-im a qá-tí-kà a-dí 1 túg lá-ma-sà-tum,"of the 25 dark textiles they took 3 textiles as import-tax, lamassutum took 1 textile, 21 dark textiles, apart those for wrapping, bēlum-bāni brought you.",18,12,25,2.083
é a-bi-ni ta-áš-ku-un <gap> a-bi₄-kà e-ṣa-ma ku-a-a-tum <gap>,is your father's <gap> your own affairs are so small!,18,8,10,1.25
ku-nu-ki-šu li-ib-ší ša 1.5 gín kù.babbar sà-he-er-tám li-il₅-qé-ú-nim,let them take small goods worth 1.5 shekels of silver.,18,8,10,1.25
i-a-am ma <gap> be-ú-lá-tù <gap> a-ha-ma 10 gín kù.babbar <gap> i-na ha-hi-im,"with <gap> mine <gap> working capital <gap> also, 10 shekels of silver <gap> in hahhum.",18,12,15,1.25
ma-na ki-iš-da-at ku-ni-lim ú-ṣa-he-er a-hu-ú-a a-tù-nu 30 ma-na an.na ma-lá dá-tí-šu mu-ṭé-e-šu ú ni-is-ha-tí-šu i pá-ni-ma šé-bi₄-lá-nim-ma a-na-kam i,"please, my brothers, send me with the first opportunity 30 minas of tin, as much as amounts to its road-tax, its underweight and the import-tax on it, so that i do not have to take it from your silver here.",18,19,40,2.105
ša-lá-tù-wa-ar e-ru-bu kù.babbar lá i-ší-qí-il₅ iš-tù u₄-mì-im ša e-ru-bu kù.babbar ú-ša-áš-qí-il₅ 11 ma-na 12 gín kù.babbar e-zi-ib ša-du-e-tí-im,"the day i arrived i had the silver paid. 11 minas 12 shekels of silver apart from the transport tariff was cleared for you as the proceeds from your tin, but before i came the tin was sold.",18,18,38,2.111
ú-ra-a igi a-ku-za igi mar.tu-ba-ni igi lá-qé-pì-im igi i-tur₄-dingir,"witnessed by uraya, by akuza, by amur-rum-bāni, by lā-qēpum, by itūr-ilī.",18,9,11,1.222
ša 24 ma-na kù.babbar ṣa-ru-pá-am i-ṣé-er i-dí-a-bi-im a-šùr-be-el-a-wa-tim i-šu-ú,concerning 24 minas of refined silver that iddin-abum owes to aššur-bēl-awātim.,18,9,11,1.222
ni-dí-in igi puzur₄-<gap> dumu a-šùr-du₁₀ igi šu-a-šùr dumu šu-sú-in,"witnessed by puzur-<gap> son of aššur-ṭāb, by šu-aššur son of šu-suen.""",18,9,11,1.222
en-um-a-šùr a-lá-ha-am áš-a-al um-ma en-um-a-šùr-ma a-na a-lá-hi-im-ma e-ni-ma-ma na-áš-pé-er-tám ku-nu-ki-kà igi 3 ú-kà-lim-kà-ma tù-kà-i-ni-ma šu-nu-tí-ma ni-ip-qí-sí am-ma,"ennam-aššur questioned ali-ahum, saying to ali-ahum: now here i have shown you the missive sealed by you in front of 3 (witnesses), and you have confirmed it to me and we have entrusted it to them.",18,17,36,2.118
e-ri-ib-tum a-na é kà-ri-im ni-dí-in ší-tí kù.babbar-pí-kà 11 ma-na 6 gín kù.babbar ṣa-ru-pá-am ku-nu-ki-ni sig₅-pí-a-šur na-áš-a-kum lu,"both the price of the tin and of the - in all your silver is 18.3333 mina and 17 less 1 / 4 shekels of gold, - all this, under our seals, damiq-pī-aššur brings to you.",18,17,36,2.118
um-ma ma-ma-hi-ir-ma a-na en-nam-a-šur qí-bi₄-ma 1 gú 20 ma-na urudu ma-sí-am sig₅ a-ni-na dumu,from man-mahir to ennam-aššur: annina son of aššur-bēl-awātim brought 1 talent 20 minas of washed fine copper.,18,14,17,1.214
5 ma-na kù.babbar ṣa-ru-pu-um i-na ší-im síg.hi.a ša ú-ší-na-lam puzur₄-ša-du-we dumu lá-qé-ep il₅-qé igi,puzur-šadu'e son of lā-qēp has received 5 minas of refined silver from the proceeds of ušinalam's wool.,18,14,17,1.214
<gap> dumu du-dí-ki <gap> i-ṣé-er puzur₄-a-šur i-šu iš-tù,"if they have not paid, they will add interest at the rate <gap> per month per mina.",18,8,17,2.125
bi-lá-tim iš-tù tí-mì-il₅-ki-a a-di hu-ra-ma 0.3333 ma-na 6 gín.ta 1.6666 ma-na 4 gín áš-qúl 3.6666,"they took the donkeys away during the campaign and i paid 50 shekels of tin to redeem them. 36 shekels of tin for 1 textile of kukū, 5 shekels for his sandals.",18,15,32,2.133
1 ma-na kù.babbar ku-nu-ki-ni ha-nu na-áš-a-ku-um ší-tí kù.babbar 1 ma-na 15 gín kù.babbar ni-qí-am nu-ṭá-,"the rest of the silver, 1 mina 15 shekels of silver, we transferred as a sacrifice and wrote his tablet about 1 mina 15 shekels for a year - 3 months ago.",18,15,32,2.133
a-na e-lá-ma qí-bi-ma um-ma a-hu-wa-qar-ma ta-áš-pu-ra-am um-ma a-ta-ma ṭup-pu-um i-hu-lá-pí-im lá-wi pá-nu-šu kišib a-lá-hi-im a-na,"say to elamma, thus ahu-waqar: you wrote me as follows: '(there is) a tablet wrapped in a rag, on the face of which is written: 'seal of ali-ahum to hinnāya and elamma'.",18,15,32,2.133
šu-a-tí lá-dí-in a-na ku-zi-zi-a qí-bi₄-ma a-bi₄ a-ta ší-im 2 ra-qá-tim,"to kuziziya: my dear father, the proceeds from the 2 thin textiles<gap>",18,10,12,1.2
a-na a-dí-da a-la-hi-im ú ù-ku-ú qí-bi₄-ma um-ma puzur₄-a-šùr-ma i-na 21 ṣú-ba-tí ša li-bi₄-ni ub-la-ni 1 ṣú-ba-ta-am ša a-ki-dí-i a-na ištar-la-ma-sí a-ša-at,"to adida, ali-ahum and uku from puzur-aššur: of the 21 textiles in our posession that he brought give 1 akkadian textile to ištar-lamassī, ali-ahum's wife.",18,21,25,1.19
an.na a-šur-i-mì-tí il₅-qé 3 túg a-wi-il₅-tum tal-qé 0.3333 ma-na 7 gín ší-im anše 2 gín ṣí-tum kù.babbar ah-ša-lim il₅-qé 2 túg,"the lady took 3 textiles. 27 shekels was the price of a donkey, 2 shekels, expenditures? in silver, ah-šalim took?. 2 textiles of the harnesser.",18,21,25,1.19
a-mur-ištar šu-qú-ul a-na a-mur-ištar qí-bi₄-ma a-pu-tum i-hi-id kù.babbar ú ṣí-ba-sú ša-áš-qí-il₅,"to amur-ištar: urgent, pay attention and have the silver and its interest paid.""",18,11,13,1.182
1 ma-na kù.babbar ṣa-ru-pu-um i-ṣé-er <gap> dumu ku-um-da-nim dam.gàr i-šu igi,<gap> son of kumdānum owes 1 mina of refined silver to the merchant.,18,11,13,1.182
itu.1.kam-im ṣí-ib-tám ú-ṣa-áb igi a-šur-be-el-a-wa-tim dumu i-dí-da-gán igi a-šùr-e-mu-qí dumu ku-zi-zi-a,"in the presence of aššur-bēl-awātim, son of iddin-dagan, of aššur-emūqī, son of kuziziya.",18,11,13,1.182
a-na puzur₄-a-šur qí-bi-ma um-ma a-ni-i-a-ni-ma <gap> ma-na 13 gín ni-ga-li du₁₀-ṣí-lá-a-šur,to puzur-aššur from ani-ani: ṭāb-ṣill-aššur gave me <gap> mina 13 shekels of sickels.,18,11,13,1.182
mì-ma a-ni-im <gap> ú a-šùr-mu-ta-pì-il₅ ub-lu,all this <gap> and aššur-mūtappil brought away.,18,6,7,1.167
ma-na kù.babbar a-na-kam ú-kà-al a-hi a-ta,"my dear brother, buṣānum represents me there.",18,6,7,1.167
itu.kam ṣí-ib-tám ú-ṣa-áb itu.1.kam hu-bu-ur li-mu-um,"month hubur, eponymy aššur-malik son of ali-ahum.",18,6,7,1.167
šé-bi-lam a-hi a-ta <gap> tí-ir-ta-kà za-ku-sà <gap> li-li-kam-ma <gap> bi <gap>-ma ta-<gap>,"my dear brother, a final report should come to me and <gap>with the caravan.",18,12,14,1.167
maš-ki im-nu-ú 0.5 ma-na kù.babbar ku-nu-ki-ni a ma-lá tí-ir-tí-kà šé-ep-ištar ú ša-lim-ar-dí,in accordance with your instructions šēp-ištar and šalim-wardī bring you 0.5 mina of silver.,18,12,14,1.167
gín.ta da-tum ik-šu-dam 15 gín.ta qá-qá-da-tù-um 17.8333 ma-na 4 gín áš-qúl 16.6666 gín mu-ṭá an.na-ak qá-tim 4 ša,for 4 porters from timilkiya until hurama at 26 shekels each i paid 1 mina 44 shekels (of tin). 3 minas 45 shekels (of tin) food for 2 donkeys and a donkey-driver and for their stay in a paddock.,18,18,39,2.167
dumu e-lá-ma i-šu iš-tù ha-mu-uš-tim ša hu-ra-ṣa-nim ù a-šur-ma-lik li-mu-um a-lá-hu-um dumu i-na-ah-dingir 1.5 gín.ta a-na 1 ma-na-im ṣí-ib-tám ú-ṣa-áb,"from the week of hurāṣānum and aššur-mālik, eponymy of alī-ahum, son of īnah-ilī, he will add 1.5 shekel per mina as interest."" """,18,20,23,1.15
ù a-mur-ištar 15 gín kù.babbar i-ṣé-er zu-ba,zuba owes 15 shekels of silver to irišum.,18,7,8,1.143
i-ša-qal itu.1.kam qá-ra-a-tum li-mu-um i-na-sú-in dumu i-dí-a-bi-im,"month viii, eponymy of ennam-suen, son of iddin-abum.",18,7,8,1.143
2 gín kù.babbar ú-šé-bi-lam kù.babbar ku-nu-ki a-na,the sealed silver i placed under aššur's authority.,18,7,8,1.143
igi sá-sí-a 0.3333 ma-na lá 2 gín,"witnessed by šalim-aššur son of iliya, by sasiya.",18,7,8,1.143
i-ša-qal 20 ma-na urudu {d}mar.tu-ba-ni a-na še-im,amurrum-bāni took 20 minas of copper for grain.,18,7,8,1.143
a-na ì-lí-ba-ni ù ku-li-a qí-bi-ma um-ma a-šùr-e-nam-ma i-na ša-lá-tí-wa-ar 0.8333,"to ilī-bāni and kuliya, say, this is what aššur-ennam says: in šalatiwar kuliya gave me 0.8333 mina of silver under his seal.",18,10,22,2.2
um-ma i-ku-pì-a-ma a-na šu-ma-li-ba-a-šur en-um-a-šur ú be-kà-a qí-bi₄-ma a-na en-nam-a-šur qí-bi₄-ma 1.6666 ma-na kù.babbar ha-bu-lá-kum,"from ikūn-pīya to šumma-libbi-aššur, ennam-aššur and bekaya; specifically to ennam-aššur: i owe you 1.6666 mina of silver.",18,15,17,1.133
<gap> da-mu-kà <gap> ša ni-iš a-lim{ki} kà-i-lá a-na,bring my case before the city and my lord.,18,8,9,1.125
i-ša-qú-lu 10 ma-na kù.babbar ṣa-ru-pá-am i-ṣé-er a-šur-iš-tí-kál ša-lim-a-šur,aššuriš-tikal owes 10 minas of refined silver to šalim-aššur.,18,8,9,1.125
gín kù.babbar i-ší-qí-il₅ šà.ba 2 ma-na lá 5 gín,"we brought our 20 talents of wool from mannum-kī-aššur's house, and following your instructions they bring it to you there.",18,9,20,2.222
kù.babbar da-a-sú ša ga-me-er-tim ša-áš-qí-lá-šu šu-ma i-qá-bi₄ um-ma,"if he objects and says: i cannot match the full amount, make him pay for half the amount.",18,8,18,2.25
lu gi₅-mì-lam šu-a-tí-ma li-bu-šu-ma lu i-de₈ a-na-kam puzur₄-{d}utu,"he said: ""what silver does ikūn-pīya have as a claim on me?"" i said: ""i have answered you.",18,8,18,2.25
um-ma ša-lim-a-šùr-ma a-na a-šùr-iš-tí-kál en-na-nim en-um-a-šùr dumu ú-zu-a ù en-um-a-šùr qí-bi-ma i-nu-mì,"from šalim-aššur to aššuriš-tikal, ennānum, ennam-aššur son of uzuwa and ennam-aššur: when the price (for tin) stood at 1:17 i bought at 1:15; the tin is cleared.",18,12,27,2.25
a-bi-a i-li-ku ki-ma ša 4.6666 ma-na kù.babbar hu-sà-ra-am iš-ú-mu-ni-ku-um ú a-na kù.babbar-pì-ni,"my dear brother, give to my representatives the silver and profit on the 4.6666 minas of silver, the shares that accrued to us on the lapis lazuli.",18,12,27,2.25
i-dí-ištar ub-lam nu-sà-ni-iq-šu-ma 7 gín im-ṭí 13 gín i ma-sà-im im-ṭí 1.5,"we sent 1.5 mina silver to meet ištar-pilah, the transporter of hinnāya; 1.5 mina of silver we sent for the son of ahātum, the transporter of kūn-ilum.",18,12,27,2.25
kù.babbar-áp-kà a ša ki-ma ku-a-tí-ma lá-áš-qú-ul ṭup-pu-šu <gap> a-ni-im <gap> šu-ma <gap> ta-ak-lá <gap> a-na,"if abu-šalim is absent, send me word so i may pay your silver to your representatives.",18,15,16,1.067
i-dí-na-kum lu hu-sà-ra-am dí-nam lu kù.babbar ší-im hu-sà-ri-im dí-na-ma a-na a-lim{ki},"either give me the lapis lazuli or give me the price in silver of the lapis lazuli, so i may bring it to the city.",18,11,25,2.273
ší-im urudu-kà 17 <gap> kù.babbar-áp-kà 17 gín kù.babbar a-bu-za ha-bu-lá-ni ṭup-pu-šu ha-ar-ma-am ú-kà-al ša-áš-qí-il₅-šu-ma kù.babbar le-qé a-hi,abu-šalim owes 17 shekels of silver; i have his certified tablet; make him pay and take the silver.,18,17,18,1.059
um-ma i-dí-a-bu-um-ma a-na šu-ma-li-ba-a-šur ù en-um-a-šur qí-bi-ma 1 ma-na 2 gín kù.babbar li-té-e hi-la-tí-šu ku-nu-ki-a šu-ma-li-ba-a-šùr na-ší a-ma-kam,"from iddin-abum to šumma-libbi-aššur and ennam-aššur: 1 mina 2 shekels of -silver, with exudations, šumma-libbi-aššur brings under my seal.",18,18,19,1.056
a-na a-mur-a-šur ù a-lá-hi-im qí-bi-ma um-ma a-šùr-nim-ri-ma šu-ma ta-áš-ta-na-me ší-i-mu ša an.na ù túg.hi-tí i-na pu-ru-uš-ha-dim ma-ah-ṣú ku-ku-a na-pá-ha-am,to amur-aššur and ali-ahum from aššur-nimrī: you may have heard that trade in tin and textiles is ruined in purušhaddum.,18,19,20,1.053
4 ma-na kù.babbar i qá-tí-šu tab nu,my representatives gave 17 minas of tin and 4 minas of silver remain in his possession.,18,7,16,2.286
kù.babbar ni-is-ha-sú diri ša-du-a-sú ša-bu a-ha-ma 0.5 ma-na kù.babbar ni-is-ha-sú,"i said: 'please by father, my boss, buy for me tin and send it to me', but you have not sent me anything!",18,10,23,2.3
kù.babbar tám-kà-ri-šu i-šé-e ma-num-ba-lúm-a-šur ša ki-ma en-um-a-šur e-pu-ul um-ma ma-num-ba-lúm-a-šur-ma,"since puzur-anna would go overland, i said: 'appoint someone responsible to me for your silver.' puzur-anna answered: 'who shall i appoint for you?",18,10,23,2.3
ú ša-ni-am ṭup-pá-am ša dí-in a-lim(k,"those i am waiting for.as for me, apart from you, whom do i have?""",18,6,14,2.333
igi 5 ṣa-bi-im ú-kà-i-nu-ni ú tí-ir-tí a-bi-kà i-li-kà-kum a-hi,"i shall take the silver that is the price, for as much as i have his statement and witnesses in burušhaddum.""",18,9,21,2.333
a-na a-lim{ki} i-lá-ak a-ma me-eh-ra-at dub ša-ni-im ú i ma-ah-ri-a-ma a-ba-ba ra-bi₄-ṣa-am,"he among you who says as follows: i shall pay the silver, he will assist the attorney, and he shall make the one who has not paid pay.",18,12,28,2.333
ša kà-ṣa-ri-im ki ah-ša-lim ni-kà-sí ni-ša-sí,"we will settle accounts with ah-šalim.""",18,6,6,1.0
ni-dí-in igi du₁₀-ṣí-lá-a-šur igi šu-ki-tim igi en-nu-um-sú-in,"witnessed by ṭāb-ṣill-aššur, by šukkutum, by ennam-suen.""",18,7,7,1.0
a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma igi gír ša a-šùr ší-bu-tí-ni,"witnessed by kuzilānum, by aššur-rabi; nimmar-adad was our (absent) partner.""",18,10,10,1.0
ma-na kù.babbar ku-nu-ki-šu ku-li-a i-dí-nam-ma a-na wa-ah-šu-ša-na a-na ṣé-ri-kà,i brought it to wahšušana to you and i said: herewith i entrust to you the silver under the seals of kuliya.,18,9,22,2.444
kù.babbar i-a-im ú kù.babbar <gap> ku-a-im ša i šé-ep,"also, in the city they confirmed your father and ilī-dan before 5 men, and a message from your father came to you.",18,9,22,2.444
kà-ṣa-re ša a-na a-ku ta-áp-qí-du šà.ba 75 ku-ta-ni ub-lu-nim,the harnesser declared: 'in the outskirts of the city one large bag (with textiles) got lost' and he reckoned it as yours.,18,9,22,2.444
3 túg <gap> 2 ša kà-ṣa-ri <gap> a-lá-hu-um šé-ep-ištar <gap> i-ra-de₈-ú-ni-ku-nu-tí,"give 2 talents of tin and 30 to aššuriš-tikal, 2 talents of tin and 30 to hannaya and let them make at least 10 minas of silver.",18,11,27,2.455
a-na-ku ù ša qá-ta-at a-bi-a-a na-al-pu-tù ni-ta-na-lá-kà-ku-um kù.babbar ù né-ma-al-šu ta-dá-na-am,the interest on the silver of the eponym must not increase and my father's house and the investments my father made for you must not be lost.,18,11,27,2.455
anše uš-pá-il₅-ma 1-ma-na 15 gín an.na a-pu-ul iš-tù bu-ra-li-im a-dí bi-ir-tù-im,from burallum until birtu'um 17 shekels of tin for transport. 7 shekels of tin from the town of the kaneshites until timilkiya as hire for a wagon.,18,11,27,2.455
lá i-ta-ba-lá ší-ma-at kù.babbar dí-na-ma a-na é li-mì-im,"give me the silver and do not bring an extra expense of 1 or 2 minas on me."" witnessed statement.""",18,8,20,2.5
17 gín an.na a-na ta-ší-a-tim 7 gín an.na,from timilkiya until hur(a)ma as hire of a donkey i paid 2 shekels of silver (and) 2 shekels of tin.,18,8,20,2.5
2 ma-na qá-qá-ad-kà lá ta-am-ha-aṣ-ma ma-a túg.hi-tù-a pa maškim a-dí u₄-mì-im i-lá-pu-tù,"galgaliya, alu son of adudu and haršunuman, the priest of the sun-god, (owe me) 5 minas of silver; their term has expired and they are jointly responsible for the silver.",18,12,30,2.5
ili₅-ba-ni dumu i-a-a ù a-bu-ša-lim ìr i-na bu-ru-uš-ha-dim a-na ni-kà-sí,"ilī-bāni son of yaya and the slave abu-šalim seized us in burušhaddum in order to settle accounts, and ilī-bāni said: i act on behalf of šalim-aššur.",18,10,26,2.6
ì-lí-dan dumu i-dí-a-šùr 21 gú ša-áp-tám ša kà-né-eš ša é.gal-lim,"if ilī-dan has not paid ennam-aššur's representatives from the capital on the wool, he shall add interest at the rate 1.5 shekels per month per mina.",18,10,26,2.6
ú-šé-ba-lá-kum šu-ma kù.babbar lá uš-ta-áš-qí-il₅-šu na-pá-al-tù-šu ma-lá e-pí-li-ni tí-ir-tí i-lá-kà-kum,"if i have not been able to make him pay the silver, my messages shall come to you with his answer that he gives to me.",18,10,26,2.6
um-me-a-nu ú-dí-ú-ma ṭup-pè-e ib-ri-ú-ma um-ma i-na-ah-dingir-ma kù.babbar a-nim,"give me the package."" inah-ilī said together with šu-laban's attorney: ""we have not held back any package belonging to a merchant.",18,8,21,2.625
šu-ku-bi-im ku-li-a dumu a-lá-bi-im i-šu a-na ša-na-at ù 6 itu.kam kù.babbar,if belanum does not pay when his term is due in conformity with the rule of the karum he will add 1.5 shekel of interest per mina per month.,18,11,29,2.636
itu.1.kam ṣí-ib-tám ù-ṣú-bu kù.babbar i qá-qá-ad šál-mì-šu-nu ú ke-ni-šu-nu ra-ki-is itu.1.kam,"golden (figurines of) gods, to the number of 20, belonging to ilī-pī-uṣur, have been deposited as pledge; the gods have been put under the seals of the 3 .",18,11,29,2.636
ṣú-ba-tù-kà a-na urudu ma-sí-im ú ší-ki-im iš-tù itu.3.kam ta-ú-ru-ma urudu pá-ni-am-ma,"and as for me, i was afraid because of the and because of fear for my own head and the welfare of your goods i will not enter burušhaddum.",18,11,29,2.636
a-na lugal-sú-en₆ qí-bi₄-ma um-ma a-šùr-gal-ma túg pá-ra-kà-nu-kà ú ší-tí ì.giš a-na-kam a-dí-in i-ba-ší-ú ša ki-ma ša-zu-za-tí-kà,4 minas 3.8333 shekels of refined silver idnāya owes to elamma.,18,16,11,0.688
a-wa-tim ša a-áš-ta-me-ú a-na a-wa-tim a-ni-a-tim,"of / with the <gap> if your maid, all of them(fem.) she will bring to you.",18,6,16,2.667
e-li-iš dí-na-ma e-en₆ a-šur ù e-en₆ a-ha-tí-a kà-li-mì-ma ú a-dí,"i released you from your bonds, but then it was me you made to suffer with 5 men or more, and now, my father's investors detain me!",18,10,27,2.7
