akkadian,english
a-na kù.babbar-pí-kà 2 gín ša a-na am-tim ta-du-nu-ni ší-a-ma-at a-lim{ki} a-šùr i pá-ni-a ú-ba-lá-kum šál-ma-a-ku mì-ma,"as for your silver, the 2 shekels that you will give to the maid, i shall personally bring you purchases from the city of aššur."
a-ma-kam hu-bu-lam lá té-pá-áš ù,the maid must not make any debts there.
ṭup-pè lu ša dam.gàr ša e-zi-bu lu ta-na-ṣú-ur,and she must guard the tablets of the customers that i left.
i-ša-qal igi šu-ma-bi-a dumu a-mu-ra-a igi la-qé-ep dumu šu-a-šùr,"witnessed by šumi-abiya son of amuraya, by lā-qēp son of šu-aššur."
šál-ma-a-šùr a-ṣé-er a-mur-ištar ú-ṭá-hi-ú-ni-a-tí-ma um-ma šál-ma-a-šur-ma a-na a-mur-ištar-ma mì-šu-um ší-im túg-ba-tí-a urudu ta-aṣ-ba-at um-ma a-mur-ištar-ma ke-na 4 gú lá-mu-nam aṣ-ba-at ba-lu-um,"šalim-aššur made us approach amur-ištar, and šalim-aššur said to amur-ištar: why have you seized the copper that was the proceeds from my textiles?"" amur-ištar answered: ""yes, i have seized 4 talents of poor copper."
a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma igi gír ša a-šùr ší-bu-tí-ni,the kanesh colony gave us for these proceedings and we gave our testimony before aššur's dagger.
kišib šu-ku-bi-im dumu a-šùr-i-dí kišib i-dí-ištar dumu a-šùr-i-dí sú-in-na-da dumu en-um-a-šùr tap-pá-i-ni a-na,"sealed by šu-kūbum son of aššur-idī, by iddin-ištar son of aššur-idī; suen-nādā son of ennam-aššur was our (absent) partner."
a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš ṣa-he-er gal i-dí-ni-a-tí-ma ší-bu-tí-ni igi gír ša a-šùr ni-dí-in,"the plenary assembly of the kanesh colony gave us for these proceedings, and we gave our testimony before aššur's dagger."
dí-na-ma a-dí a-lá-kà-ni,"also, you must assist <gap>"
a-na ṣé-er a-šùr-utu i-na ba-áb ha-ra-ni-šu né-ru-ub-ma um-ma en-na-sú-in a-na a-šùr-utu-ma a-pu-na lá-ma kà-sà-am ni-iš-tí-ú a-wa-tí-im lá-ta-wu-kum li-ba-tim lá,"we entered with aššur-šamšī when he was about to go on a journey and ennam-suen said to aššur-šamšī: please, before we drink from the cup i want to declare something to you, do not get angry!"
sà-hi-ir-tám ku-nu-ki-kà na-ki-ru-um ub-lam 10 ma-na,annima and eništārum brought you 10 minas of silver.
a-na ni-ip-lá-tí-a áš-ta-qal ú-mu-ú er-ša-sú-ma illat,the weather <gap> and the caravan has been stopped.
kà-al-a-at a-hu-a a-tù-nu i-na lu-qú-tim ša tám-kà-ri-im ṣú-ba-tù an-hu-tù-um,"my dear brothers, among the goods of the merchant there are some old textiles."
i-ba-ší-ú ih-da-ma mì-li-ik lu-qú-tí-im,take care and decide about the goods.
šu-uk-na a-dí tí-ir-ta-ak-nu i-lá-kà-ni ri-iš lu-qú-tim ú-kà-al,i hold on to the goods until your orders arrive.
a-na e-lá-ma qí-bi₄-ma um-ma a-šùr-ma-lik-ma kù.babbar ša tù-šé-bi₄-lá-ni ù ṭup-pè-kà a-na ma-lá té-er-tí-kà a-na,"say to elamma, thus aššur-mālik: the silver you sent me and your tablets i have now sent to the city following your instruction."
a-lim{ki} uš-té-bi₄-il₅ a-šu-mì kù.babbar ša é kà-ri-im ša a-na lá-qé-pì-im tù-šé-bi₄-lu,"as for the silver of the colonial office that you sent for lā-qēpum, i gave that silver to lalum."
dí-in lá i-na-dí-ú kù.babbar,"it must not be stocked; the silver <gap>"""""
i-na ha-muš-tim ša a-šur-iš-tí-kál dumu sú-kà-li-a itu.kam tí-i-na-tim li-mu-um,"during the week of aššuriš-tikal, son of sukkalliya, month <gap> of the eponymy of maṣi-ilī."
kù.babbar ší-ma-am ša ba-lá-ṭí-šu,"then, have the silver paid in the same place."
ša kà-ni-iš a-tù-nu ù da-ra-áš ší-ta-a-ma-ma pí-ri-kà-nu a-šar,"as long as a has not entered, do not release a single shekel of silver to daraš."
ma-nu-ki-a-šur-ma le-ru-bu ú kù.babbar áš-ra-kam-ma ša-áš-qí-lá a-dí,"he must check he that you buy, and let them remain with mannum-kī-aššur."
pí-ri-kà-nu-um lá e-ru-ba-ni kù.babbar,do not release them to him until i come.
1 gín a-na da-ra-áš lá tù-ša-ra pí-ri-kà-ni,"also, i shall pay up the food of the slave-girls as a substitute for daraš."
a-na a-šur-sig₅ qí-bi-ma um-ma ni-ni-ma a-na kù.babbar gal a-ta-na-lá-ak-ma mì-ma ta-da-na-am lá i-mu-a-am,to aššur-damiq from nini: i keep going for <gap> silver but he refuses to give me anything.
i-li-a kù.babbar ù ṭá-áb-tám la,iliya has not given me silver or salt.
i-dí-na-a i-na kà-ni-ìš <gap> a-ṣé-er <gap> tim,in kanesh <gap> to <gap> that you left with me.
<gap> ri-im té-zi-bi₄-ni a-pu-tum urudu ša,"urgent, send me copper belonging to emmerum."
e-me-ri-im šé-bi-lá-am a-na,do not expect silver.
kù.babbar lá ta-da-gal,he gives me nothing.
mì-ma lá i-da-na-am šu-ma be-lí a-ta kù.babbar ša nu-a-im ša-bi₄-i,"if you are truly my lord, satisfy me with the silver from the anatolian."
29 túg šu-ru-tum ša šu-ištar 15 túg ša en-na-sú-in šu.nígin 44 túg šu-ru-tum ša šu-ištar ù,"29 dark textiles of šu-ištar, 15 textiles of ennam-suen - in all 44 dark textiles of šu-ištar and ennam-suen."
en-na-sú-in šà.ba 4 túg i-na li-wi-tim 4 túg ni-is-ha-tum 4 túg i ší-mì-im 32 túg,"thereof: 4 textiles used for wrapping, 4 textiles import-tax, 4 textiles by pre-emption. - 32 textiles."
ma-ṭí-ú-tim lu i-na ša dam.gàr i-ba-ší-ú lu,since there is a lot of snow i have not sent anyone on whom i could rely for the goods of the merchant.
ša bé-ú-lá-tí-kà ù-lu i-na ša bé-ú-lá-at ṣú-ha-re-e i-ba-ší-ú qá-dí-ma tap-pá-e-kà,"when you are released (from the cold), then i shall send either myself or someone i can rely on, and i shall take a decision about the merchant's goods."
a-na é.gal-lim le-ru-bu-nim a-ni na-ab-ri-tum i-na ur-šu i-ṣa-ba-at-ku-nu ki-ma ku-pá-um,"why did you write, saying: ""a heated letter from the merchant came."" i have personally been delayed and been unable to take any decision about the merchant's goods."
ma-du-ni a-na,"come on, it is to me you write!"
a-ma-lik mì-šu,do not hesitate for 10 days!
ša ta-áš-pu-ra-ni um-ma a-ta-ma,i have sent uṣur-ši-ištar to enišārum concerning your tin.
tí-ir-tí dam.gàr hi-mì-tum,"when they come back from zalpa, i shall send ali-ahum."
i-li-kam a-na-ku sà-ah-ra-ku-ma a-na lu-qú-tim ša dam.gàr,i sent ilī-tūram to you with 0.5 mina of refined silver and small goods worth 3 shekels under my seal.
mì-li-ik-ša ma-lá-kam lá a-al-té-e ba-a-nim i-a-tí,"idnaya and aluwa are bringing you 15 shekels of silver, the proceeds from your textile."
ta-ša-pá-ra-am a-pu-t,your donkeys should be fed.
en-um-a-šùr ra-bi₄-ṣa-am ù a-lá-ha-am,"ennam-aššur answered the attorney and ali-ahum, and ennam-aššur said to ali-ahum: we are inheritors."
ṣé-er ša-zu-za-tí-šu i-dí-a-bi-im dumu a-šur-gal i-tur₄-dingir,our father's agents and we knew how these goods - that you yourself brought up here - that these goods were cleared in their house.
e-na-ah-dingir dumu šu-a-šur,a claim to these goods has been made by our father's agents.
a-lá-an lu-qú-tim a-ni-tim ša,"also, i have impartial witnesses against you (plur.) as to who transported the silver."
a-na šu-{d}dumu.zi e-lá-a a-dí-da lá-ma-sí ù en-nam-a-šùr qí-bi-ma um-ma en-nam-a-šùr ù a-lá-hu-um-ma i-na dur₄-hu-mì-it 40 gú urudu ma-sí-am bu-lá-tí ša a-bu-ni e-zi-bu,"to šu-tammuzī, elaya, adida, lamassī and ennam-aššur from ennam-aššur and ali-ahum:in durhumit our father's investors have seized 40 talents of washed copper, assets that our father left; they also detain us."
um-me-a-nu ša a-bi₄-ni i-ṣa-áb-tù ù sí-ki-ni ú-kà-lu,we said: apart from this copper our father left no other assets.
illat-at i-ku-nim dumu dingir.illat wa-ar-ki illat-at puzur₄-ì-lí i-lá-qé-ú,after the caravan of puzur-ilī (has come) they will receive them.
ha-ta-ah-šu 10 gín iš-tí i-lá-li-iš-kán,"my dear brothers, their terms are overdue."
ha-na-ak-na-ak uš-té-bi₄-lam i,let it stay under his seal.
il₅-qé iš-tí kù.babbar uk-ta-al,when he returns the silver he can leave.
kù ú-ta-ar-ma ú i-ta-lá-ak šu-ma a-e-ma ú-dá-pì-ir e-ga-ar-ma ig-ri sà-ri-dim,if goes somewhere else i will rent somebody and the wages of the donkey-driver he shall compensate.
ú-ma-lá 2 gín kù.babbar lu-bu-šu il₅-qé,"two shekels of silver, his clothing allowance, he has received."
kišib en-na-nim dumu a-la-bi-im kišib dan-a-šùr dumu ir-nu-id kišib bu-zu-a dumu a-šùr-du₁₀ kišib a-du-da dumu,"sealed by ennānum son of ali-abum, by dan-aššur son of irnuid, by buzuwa son of aššur-ṭāb, by aduda son of zuwa."
ša ki-ma im-dí-dan ù ku-zi-a a-na šál-ma-a-šùr a-na 7 ma-na 7 gín an.na i-tù-ru dan-a-šùr dumu ir-nu-id ú-ba-áb-šu,"if imdī-dan's representatives and kuziya claim the 7 minas 7 shekels of tin from šalim-aššur, dan-aššur son of irnuid will clear him."
a-na lu-lu-ú en-um-a-šur ù a-bu-ša-lim qí-bi-ma um-ma a-šur-du₁₀-ma a-ša-me-ma a-šur-du₁₀ lá,"say to lullu, ennam-aššur and abu-šalim thus aššur-ṭāb: i hear that aššur-ṭāb has unfortunately died."
li-bi₄ i-lí-ma me-et a-ba-ú-a be-lu-ú-a a-tù-nu i-na {d}utu-ši ṭup-pì ta-ša-me-a-ni lu-qú-tám lu pá-ni-tám lu ur-ki-tám za-ki-a-ma ku-un-kà-ma iš-tí pá-nim-ma a-bu-ša-lim ṭur₄-da-nim,"please my fathers and lords, the very day you hear my letter you must clear both the earlier and the later merchandise and put it under seal and send abu-šalim here with the first opportunity."
šu-ma urudu mì-ma a-hu-ur ba-tí-iq ù wa-tù-ur dí-na-ma ab-kà-nim,"if any copper is still unsold, sell it at any price and ship it(s yield) here."
mì-ma kù.babbar 1 gín a-ma-kam lá i-kà-lá,"not a single shekel of silver must be retained there!"""""
um-ma a-<gap> a-na li-ba-a qí-bi-ma lu-qú-tí šál-ma-at ú a-na-ku šál-ma-ku,"thus a<gap>, say to libaya: my merchandise is safe, and i myself am also well."
ta-áš-pu-ra-am um-ma a-ta-ma 1 gú 30 ma-na kù.babbar,you wrote me as follows: 'i left behind 1.5 talent of silver'.
e-zi-ib mì-iš-lam al-qé mì-iš-lam ha-la-aq,"half of it i collected, half of it is lost."""""
kišib kà-ri-im,seal of kanesh.
kà-ni-iš a-na ku-li-a ša-qí-il₅ da-tim ší-ip-ri-ni kà-ar kà-ar-ma a-le sú-kà-li-a dumu a-šùr-iš-tí-kál wa-áš-bu-ni ṣa-he-er gal,"to kuliya, the-payer, our messenger, to every single, wherever sukkaliya, son of aššuriš-tikal is staying, small and big."
2 gín kù.ki i-ṣé-er i-dí-na-bi-im dumu šu-ištar,iddin-abum son of šu-ištar owes 2 shekels of gold to ali-ahum.
igi e-lá-lí dumu i-pí-li-is igi bi-sá-a igi bé-lúm-ba-ni dumu a-šur-be-el-a-wa-tim,"witnessed by elāli son of ippilis, by bisaya, by bēlum-bāni son of aššur-bēl-awātim."
ší-im-šu-nu šé-bi-lam i-na anše ša lugal-{d}im 1 anše i-a-um,of the donkeys of šar-adad 1 donkey belongs to me and to aššur-imittī.
ù ša a-šur-i-mì-tí a-na še-im ša pá-i a-dí-na-ku-ni kù.babbar šé-bi-lam-ma še-am lá-áš-a-ma-kum ù a-šar i-ša-pu-ku wa-dí,"with respect to the grain that i promised you, send me silver so i can buy grain for you, and explain where it is stored."
a-ra-dí-a-kum sá-ri-dam a-dí ha-hi-im a-na 17 gín kù.babbar,i rented a driver until hahhum for 17 shekels of silver.
a-gu₅-ur 0.5 ma-na urudu,send 0.5 mina of copper to me.
a-na pá-ni-a šé-bi₄-lam iš-té-en₆ i-na ṣú-ha-ri-kà,send one of your servants before (i come).
a-na pá-ni-a ṭur₄-dam a-hi a-ta be-li a-ta tí-ir-ta-kà,"my dear brother and lord, send me word to inform me."
li-li-kam-ma uz-ni pè-té šu-ma lá a-lá-hu-um dumu du-dí-ki ma-ma-an,they do not know anyone other than ali-ahum son of dudiki.
ú-lá i-de₈-ú šu-ut-ma ṭup-pá-am na-ší,it is he who brings the tablet.
10 ma-na ša qá-ru-bi-im i-ṣé-er tám-kà-ri-a lá-al-qé a-na kà-ni-iš i,"they know the losses and the maintenance, but without permission from my investors ilī-ālum, šu-kūbum, aššur-malik and amur-ištar's son i cannot leave to go overland."
bu-lá-tí-a le-ru-ba-am a-hu-a a-tù-nu a-dí ša a-za-ku-ú a-ma-kam iš-tí ša ki-ma me-er-e um-me-a-nim ša a-ma-kam,"they say: ""leave, we shall settle your matter ourselves with lā-qēpum, and then send you word, so you yourself can collect your assets and then we shall set the terms for you as best we can."" my dear brothers, the men are favourable towards us."
wa-áš-bu-ni a-we-li i-na a-wa-tim ma-qí-ta-ma pí-šu-nu li-im-dá-nim-ma,"pester them there for the case that i may clear myself, and then send word to me personally and give me encouragement."
u₄-me-e ša ša-kà-nim li-iš-ku-nu-nim-ma a-na kà-ri-im qá-ri-ba-ni i-be-sa-e ú,"keep an eye there on my servants just as you have done thus far, and let them assemble every last shekel of silver from my outstanding loans."
šu-ma i-tù-ru šu-be-lúm ù maškim ú-bu-bu-šu-nu igi,"if they do raise claim, šu-bēlum and the attorney will clear them."
{d}mar.tu-ba-ni igi a-šùr-i-dí igi šu-ku-bi-im igi šu-ma-li-ba-a-šùr,"witnessed by amurrum-bāni, by aššur-idī, by šu-kūbum, by šumma-libbi-aššur."
<gap> ma i me-er-e-a é-tí ma-ma-an iš-ta-am lá-ma-sí i qé-er-bi₄-im tù-ša-áb šu-ma be-tí dam.gàr-ru-um,"<gap> why, someone from among my sons bought the house."
lá i-tí-dí-in i be-tim ša la-ma-<gap>,lamassī lives in it.
a-na a-la-hi-im qí-bi-ma um-ma a-mur-ištar-ma 9 gú 17 ma-na urudu qá-tí,"to ali-ahum from amur-ištar: aššuriš-takil recieved 9 talents 17 minas of copper, our father's share, in the office of the colony."
urudu lá-mu-nam qá-tí,he will pay the good copper in 40 weeks.
a-bi₄-ni é a-šur-iš-ta-ki-il₅ i-lá-qé-ma ru-bu-a-ú-ma 2 gú 30 ma-na urudu sig₅ <gap> ṭup-pu-šu al-pu-ut urudu sig₅,"also, i seized 2 minas of silver belonging to bēlum-bāni from annina, and then i added the 2 minas of silver that i seized to his tablet and wrote his tablet concerning the silver and good copper."
<gap> a-na 40 ha-am-ša-tim,he is to pay the silver and the copper in 40 weeks.
aṣ-bu-tù a-ṣé-er ṭup-pí-šu ú-ṭá-hi-ma ṭup-pu-šu,he looked down on the rest of your copper; he will not take it.
ha-am-ša-tim i-ša-qal i-na 9 gú 17 ma-na,when he was about to leave <gap> and they refused to take it and he has left for kanesh.
a-šùr-gal dumu ma-nu-um-šu-um-šu igi en-na-sú-in dumu i-dí-a-bi-im igi i-dí-a-šùr bu du ú,"witnessed by aššur-rabi son of mannum-šumšu, by enna-suen son of iddin-abum, by iddin-aššur."
a-na en-nam-a-šur ù a-lá-hi-im qí-bi₄-ma um-ma sig₅-pí-a-šur-ma a-hu-a a-tù-nu a-dí ma-lá ù,"to ennam-aššur and ali-ahum from damiq-pī-aššur: my dear brothers, once or twice i have sent word to you."
ší-ni-šu té-er-tí i-li-kà-ku-nu-tí i-na ṣú-ba-tí ša tám-kà-ri-im ṣú-ba-tù,among the textiles belonging to the merchant there are some old textiles.
an-hu-tù-um i-ba-ší-ú i-hi-id-ma <gap>,do take a decision concerning the goods.
mì-li-ik ṣú-ba-tim mì-il₅-kà 1,aluwa is bringing you 1 fine textile.
ša la-qá-im ku-ra il₅-ta-qé 0.3333 ma-na,kura has successively obtained what he was entitled to.
lá-qé-ep dumu šu-a-šùr a-dí-in,<gap> i gave to lā-qēp son of šu-aššur.
a-ša-me-ma ma-áš-kà-tù-šu ú-šé-bi-lam a-ma-kam,i hear that he sent his deposit.
dumu puzur₄-ša-du-e ša-lá-ma lu kù.babbar ša-al-ṭam lu ší-im pí-ri-kà-ni ú-šé-bi-lam,ask the son of puzur-šaduʾe there whether he sent ready cash or the proceeds from the .
kù.babbar ma-lá ú-šé-bi₄-lá-ni i ku-nu-ki-šu-ma i qá-tí am-tí-a li-ib-ší,what silver he sent should remain in the hands of my maid under his own seal.
a-hu-a a-tù-nu a-ma-kam géme ú e-wa-ri-mu-ša na-hi-da-ma ba-áb-tí lu-pá-hi-ru-ma kù.babbar ma-lá tù-šé-ṣa-a-ni-ni i-na ku-nu-ki-ku-nu a-dí a-lá-kà-ni i be-tí-a li-ib-ší ú ṣú-ha-ri-a,"my dear brothers, instruct the maid and ewarimuša there to collect my outstanding claims, and the silver you produce (plural) should remain in my house under your seals until i arrive."
na-hi-da-ma ú-ṭá-tám ú e-ṣí lu-pá-hi-ru-nim ú-ṭá-tám,"also, instruct my servants to gather grain and firewood."
a-ší-ú-ma-an a-hu-a a-tù-nu ba-áb-tí za-ki-a,"my dear brothers, clear my outstanding claims."
kišib a-mur-ištar kišib en-nam-a-šur dumu me-na-a kišib i-dí-a-bi₄-im,"seal of amur-ištar, seal of ennam-aššur son of menaya, seal of iddin-abum."
ša hu-bu-ul i-dí-a-bi₄-im 20 ma-na kù.babbar ṣa-ru-pá-am iš-tù ha-mu-uš-tim ša li-ba-a a-na 13,concerning the debt of iddin-abum: reckoned from the week of libbaya he must pay 20 minas of refined silver within 13 weeks.
i-dí-in ší-tí hu-sà-ri-im 13.3333 ma-na 9 gín iš-tí en-um-a-šùr i-ba-ší,"the rest of the lapis lazuli, 13 ⅓ minas 9 shekels, is with ennam-aššur."
um-ma i-dí-sú-in-ma a-na ili₅-ba-ni a-bi-lá ù en-na-sú-in qí-bi₄-ma i-na pá-na ú-nu-tí-a la-dí-a-am-ma mì-šu ú-nu-tí-a ta-at-ba-al-ma ni-kà-sí iš-tí-a ú-lá ta-sí,"thus iddin-suen say to ilī-bāni, abila? and enna(m)-suen: i wished to deposit my goods at the start, so why have you taken away my goods without having settled accounts with me?"
a-mì-e-im ki-ma <gap> ša a-bi₄-kà na-pá-áš-ta-kà lá a-ki-is mì-nam ha-bu-lá-ku-ma 3 túg ṣú-ba-tí-a ta-ak-ta-lá ki-ma a-ta,"if, because of this textile, as if it were your father's, i have not cut your throat, what then do i owe you that you have held back 3 textiles of mine?"
sà-ra-tí-ni-ma <gap> pu-ru-sà i-dí-ni a-na-ku lá i-de₈-e,"that <gap> you are false(?) and the of <gap>, would i not know that?"
mì-šum a-ta ú-nu-tí-a ta-at-ba-al,"why have you taken away my goods?"""""
iš-tí-ni a-na šál-ma-a-šur dí-na-ma an.na ša-lim-a-šur lu-ub-lam,give it to šalim-aššur and let šalim-aššur bring the tin.
tù-uš-ta-áš-qí-lá ší-ma-am ša ba-lá-ṭí-a ša-ma-ma šé-bi₄-lá-nim a-<gap> lá a-šur-na-da <gap> ma-na 5 gín kù.babbar na-bu-tám ù 10 ma-na urudu ší-kam i-dí-nam,"if you have made šu-kūbum pay silver, then make a profitable purchase for me and send it to me. <gap> aššur-nādā <gap> 5 shekels of silver <gap> and he gave me 10 minas of copper."
ša-lim-a-šùr a-ṣé-er a-mur-ištar ú-ṭá-hi-ni-a-tí-ma um-ma ša-lim-a-šùr-ma a-na a-mur-ištar-ma mì-šu-um ší-im ṣú-ba-tí-a urudu ta-aṣ-ba-at um-ma a-mur-ištar-ma 4 gú urudu lá-mu-na-am ke-na aṣ-ba-at ba-lu-um,"šalim-aššur made us approach amur-ištạr, and šalim-aššur said to amur-ištar: why have you seized the copper that was the proceeds from my textiles?"" amur-ištar answered: ""yes, i have seized 4 talents of poor copper."
hi-na-a ù ší-bi aṣ-ba-at um-ma ša-lim-a-šùr-ma ha-bu-ra-ta-i-a-am tal-qé um-ma a-mur-ištar-ma ša i-na qá-tim ah-ta-šu-šu al-qé a-ta lu-qú-tí,"i seized it without hinnaya's permission and without witnesses."" šalim-aššur said: ""did you take copper from haburat?"" amur-ištar answered: ""i took what i could grab."
ša 10 ma-na kù.babbar lá ta-aṣ-ba-at um-ma ša-lim-a-šùr-ma mì-ma ú-lá aṣ-ba-at um-ma a-mur-ištar-ma a-na ṣú-ha-ri-a a-na za-al-pá,"but did you not seize my merchandise worth 10 minas of silver?"" šalim-aššur answered: ""i have seized nothing."" amur-ištar said: ""i have sent my servant to zalpa."
